0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.8786027099495082,0.002225686099066243,0.00013156000000000002,4.3573326897574477e-20,2.7781087787366503e-17,0.00046997515179609287,1.8028646508967777e-06,1.564127866469128e-16,4.3098303683997274e-05,0.0,3.6413963197633704e-05,0.0,0.10283559664661251,5.250889303620339e-06,0.0004120956935229304,0.022448675748757474,0.006925288860900957
0.8782239219555084,0.0020044161984086625,0.00013156000000000002,3.122180435674483e-20,0.0003653764826911205,0.0004589626148406296,1.3548153692427468e-06,1.2181567030334524e-16,4.254453991902127e-05,0.0,3.594485153429072e-05,0.0,0.10293260084209735,5.698938585306904e-06,0.0004147507809599147,0.022553952607688908,0.006998962460900958
0.8777994472248623,0.0018720548676810938,0.00013156000000000002,2.2371320375763608e-20,0.0006102472221081392,0.00044281994410311215,1.018111205935795e-06,9.487082726522581e-17,4.193620793336627e-05,0.0,3.5427533542642865e-05,0.0,0.10311215387054905,6.035642748639192e-06,0.0004173699259808182,0.022650585099963663,0.007072636060900957
0.8773485492112936,0.0017920839433399397,0.00013156000000000002,1.602972613199803e-20,0.0007764048380792192,0.0004257004476232979,7.650868719972444e-07,7.388600239051084e-17,4.1257255207458026e-05,0.0,3.484824785357375e-05,0.0,0.10334559803493623,6.288667082597474e-06,0.00041994895967180205,0.022742024167545623,0.007146309660900956
0.8768827324045326,0.0017428461809631559,0.00013156000000000002,1.1485840113133926e-20,0.0008903854281691465,0.00040959663112363645,5.749459854391097e-07,5.754289378835983e-17,4.051545528348047e-05,0.0,3.421428512034539e-05,0.0,0.1036145462544217,6.478807969170976e-06,0.0004224835741725352,0.02283030036137317,0.007219983260900957
0.876408872310046,0.0017115174340021299,0.00013156000000000002,8.230037145896315e-21,0.0009692501438243235,0.0003953261921203082,4.320605756350032e-07,4.481482404002163e-17,3.972794954856437e-05,0.0,3.354105930132106e-05,0.0,0.10390703882101268,6.621693378987049e-06,0.00042497033640186957,0.0229166034096627,0.007293656860900957
0.8759310669496585,0.001690549453583873,0.00013156000000000002,5.8970768206402264e-21,0.00102409646499118,0.00038308690351738606,3.246838272130627e-07,3.490203536854931e-17,3.8913958221442926e-05,0.0,3.284564388735912e-05,0.0,0.10421519641897684,6.72907012741831e-06,0.0004274069964720362,0.02300162335782386,0.007367330460900958
0.875451761503822,0.001675514165077036,0.00013156000000000002,4.2254522164856786e-21,0.001062250434996442,0.00037277567477357767,2.4399285602658364e-07,2.7181897425571355e-17,3.8091154925936546e-05,0.0,3.214359035745232e-05,0.0,0.10453374671028495,6.809761098612047e-06,0.00042979249463435986,0.02308575678469256,0.007441004060900959
0.874972424449014,0.0016638122762418326,0.00013156000000000002,3.0276757213974434e-21,0.0010886382305830406,0.00036416400007882,1.8335529433820419e-07,2.116939981951839e-17,3.7274213534231125e-05,0.0,3.144768793831845e-05,0.0,0.10485909540349901,6.87039866030608e-06,0.00043212680420913333,0.023169229853421174,0.007514677660900959
0.8744939353217672,0.0016539362435114622,0.00013156000000000002,2.169430846140061e-21,0.0011066149701587295,0.000356985738460142,1.3778753494874582e-07,1.648683192051534e-17,3.647454125855757e-05,0.0,3.076777229886996e-05,0.0,0.10518875958161306,6.91596641969994e-06,0.00043441071951135494,0.02325216816541663,0.007588351260900959
